name,latitude,longitude,type
Unnamed,11.8114854,8.02927,hospital
Unnamed,11.8161946,8.0020082,hospital
Unnamed,11.8162298,8.0021035,hospital
Unnamed,11.8161509,8.0021338,hospital
Unnamed,11.8161158,8.0020386,hospital
Unnamed,11.8161946,8.0020082,hospital
Unnamed,11.8351506,7.9490873,hospital
Unnamed,11.8351746,7.9491579,hospital
Unnamed,11.8351465,7.9491717,hospital
Unnamed,11.8351151,7.9491047,hospital
Unnamed,11.8351506,7.9490873,hospital
Unnamed,11.7256336,7.9829486,hospital
Unnamed,11.7256827,7.9830413,hospital
Unnamed,11.7256236,7.9830739,hospital
Unnamed,11.7255746,7.9829811,hospital
Unnamed,11.7256336,7.9829486,hospital
Unnamed,11.8249391,7.9325721,hospital
Unnamed,11.8249691,7.9326586,hospital
Unnamed,11.8248866,7.9326884,hospital
Unnamed,11.8248567,7.9326019,hospital
Unnamed,11.8249391,7.9325721,hospital
Unnamed,11.8436999,8.0573032,hospital
Unnamed,11.8437205,8.0573812,hospital
Unnamed,11.843616,8.05741,hospital
Unnamed,11.8435954,8.057332,hospital
Unnamed,11.8436999,8.0573032,hospital
Unnamed,11.8328583,8.0395512,hospital
Unnamed,11.8328891,8.0396585,hospital
Unnamed,11.8328123,8.0396815,hospital
Unnamed,11.8327815,8.0395742,hospital
Unnamed,11.8328583,8.0395512,hospital
Unnamed,11.8562311,8.0312742,hospital
Unnamed,11.856269,8.0313987,hospital
Unnamed,11.8562044,8.0314193,hospital
Unnamed,11.8561665,8.0312948,hospital
Unnamed,11.8562311,8.0312742,hospital
Unnamed,11.8433253,7.9590591,hospital
Unnamed,11.8433563,7.959137,hospital
Unnamed,11.8432631,7.9591757,hospital
Unnamed,11.8432452,7.9591305,hospital
Unnamed,11.8432339,7.9591352,hospital
Unnamed,11.8432208,7.9591025,hospital
Unnamed,11.8433253,7.9590591,hospital
Unnamed,11.8273735,7.9907547,hospital
Unnamed,11.8273954,7.9908066,hospital
Unnamed,11.8273772,7.9908551,hospital
Unnamed,11.8273158,7.9908822,hospital
Unnamed,11.8273085,7.9908648,hospital
Unnamed,11.8272663,7.9908833,hospital
Unnamed,11.8272374,7.9908146,hospital
Unnamed,11.8273735,7.9907547,hospital
Unnamed,10.7501521,8.7275871,hospital
Unnamed,10.7503689,8.7278244,hospital
Unnamed,10.7503025,8.7278873,hospital
Unnamed,10.7500549,8.7276163,hospital
Unnamed,10.7500997,8.7275739,hospital
Unnamed,10.7501304,8.7276076,hospital
Unnamed,10.7501521,8.7275871,hospital
Unnamed,10.7500826,8.7276637,hospital
Unnamed,10.7501292,8.7277111,hospital
Unnamed,10.7499774,8.7278656,hospital
Unnamed,10.7500073,8.727896,hospital
Unnamed,10.7499332,8.7279714,hospital
Unnamed,10.7498944,8.7279318,hospital
Unnamed,10.7499202,8.7279056,hospital
Unnamed,10.7498825,8.7278673,hospital
Unnamed,10.7500826,8.7276637,hospital
Unnamed,11.8238516,8.0922069,hospital
Unnamed,11.823965,8.0925636,hospital
Unnamed,11.8237132,8.0926473,hospital
Unnamed,11.8236829,8.0925522,hospital
Unnamed,11.8237835,8.0925188,hospital
Unnamed,11.8237468,8.0924032,hospital
Unnamed,11.8236462,8.0924367,hospital
Unnamed,11.8236153,8.0923397,hospital
Unnamed,11.8238013,8.0922779,hospital
Unnamed,11.8237857,8.0922288,hospital
Unnamed,11.8238516,8.0922069,hospital
Unnamed,11.8514189,8.1681301,hospital
Unnamed,11.8512506,8.1681871,hospital
Unnamed,11.8512576,8.1682041,hospital
Unnamed,11.8511719,8.1682328,hospital
Unnamed,11.8511697,8.1682259,hospital
Unnamed,11.8509752,8.168291,hospital
Unnamed,11.8509382,8.1681754,hospital
Unnamed,11.8509778,8.1681621,hospital
Unnamed,11.8509838,8.1681806,hospital
Unnamed,11.8511267,8.1681328,hospital
Unnamed,11.8511208,8.1681143,hospital
Unnamed,11.8511898,8.1680912,hospital
Unnamed,11.851141,8.1679386,hospital
Unnamed,11.8511672,8.1679298,hospital
Unnamed,11.8512235,8.1681057,hospital
Unnamed,11.851366,8.168058,hospital
Unnamed,11.8513585,8.1680348,hospital
Unnamed,11.8514055,8.1680191,hospital
Unnamed,11.8514277,8.1680844,hospital
Unnamed,11.8514189,8.1681301,hospital
Unnamed,11.8512433,8.1675961,hospital
Unnamed,11.8512845,8.1676957,hospital
Unnamed,11.8513202,8.1676803,hospital
Unnamed,11.8513606,8.1677779,hospital
Unnamed,11.8513249,8.1677933,hospital
Unnamed,11.8513645,8.167889,hospital
Unnamed,11.8512701,8.1679298,hospital
Unnamed,11.8512315,8.1678363,hospital
Unnamed,11.8511453,8.1678736,hospital
Unnamed,11.8511457,8.1678746,hospital
Unnamed,11.8511138,8.1678883,hospital
Unnamed,11.8511566,8.1680083,hospital
Unnamed,11.8510601,8.1680533,hospital
Unnamed,11.8509801,8.16786,hospital
Unnamed,11.8505691,8.1680061,hospital
Unnamed,11.8506087,8.1681223,hospital
Unnamed,11.8505017,8.1681527,hospital
Unnamed,11.8504796,8.1680804,hospital
Unnamed,11.8504611,8.168087,hospital
Unnamed,11.850451,8.1680566,hospital
Unnamed,11.8504685,8.1680494,hospital
Unnamed,11.8504545,8.1680141,hospital
Unnamed,11.8504643,8.1680101,hospital
Unnamed,11.8504441,8.1679583,hospital
Unnamed,11.8505377,8.167925,hospital
Unnamed,11.8505585,8.1679861,hospital
Unnamed,11.8505742,8.1679805,hospital
Unnamed,11.850781,8.167904,hospital
Unnamed,11.8509667,8.1678275,hospital
Unnamed,11.8509124,8.1676963,hospital
Unnamed,11.8510206,8.1676495,hospital
Unnamed,11.8510761,8.1677838,hospital
Unnamed,11.8511791,8.1677393,hospital
Unnamed,11.8511386,8.1676414,hospital
Unnamed,11.8512433,8.1675961,hospital
Unnamed,11.8319374,8.1230994,hospital
Unnamed,11.831814,8.1231499,hospital
Unnamed,11.8317879,8.1230832,hospital
Unnamed,11.8319113,8.1230328,hospital
Unnamed,11.8319374,8.1230994,hospital
Unnamed,11.8469543,8.2425081,hospital
Unnamed,11.8469653,8.2425811,hospital
Unnamed,11.8468584,8.2425979,hospital
Unnamed,11.8468474,8.2425249,hospital
Unnamed,11.8469543,8.2425081,hospital
Unnamed,11.7190856,8.105146,hospital
Unnamed,11.7191247,8.1052805,hospital
Unnamed,11.7190277,8.1053099,hospital
Unnamed,11.7189886,8.1051754,hospital
Unnamed,11.7190856,8.105146,hospital
Unnamed,11.7173998,8.2273225,hospital
Unnamed,11.7173247,8.2273897,hospital
Unnamed,11.7172744,8.2273311,hospital
Unnamed,11.7173495,8.2272638,hospital
Unnamed,11.7173998,8.2273225,hospital
Unnamed,11.8427256,8.1478287,hospital
Unnamed,11.8427429,8.1479182,hospital
Unnamed,11.8426324,8.1479405,hospital
Unnamed,11.8426151,8.1478509,hospital
Unnamed,11.8427256,8.1478287,hospital
Unnamed,11.7883835,8.1131431,hospital
Unnamed,11.7884107,8.1132118,hospital
Unnamed,11.7883117,8.1132527,hospital
Unnamed,11.7882845,8.113184,hospital
Unnamed,11.7883835,8.1131431,hospital
Unnamed,11.7108827,8.1973483,hospital
Unnamed,11.7109043,8.1974681,hospital
Unnamed,11.7108161,8.1974847,hospital
Unnamed,11.7107945,8.1973649,hospital
Unnamed,11.7108827,8.1973483,hospital
Unnamed,11.7301191,8.182013,hospital
Unnamed,11.730186,8.1819819,hospital
Unnamed,11.7302268,8.1820733,hospital
Unnamed,11.7301599,8.1821044,hospital
Unnamed,11.7301191,8.182013,hospital
Unnamed,11.8264386,8.1504635,hospital
Unnamed,11.8264818,8.1505538,hospital
Unnamed,11.8264303,8.1505796,hospital
Unnamed,11.8263871,8.1504892,hospital
Unnamed,11.8264386,8.1504635,hospital
Unnamed,11.7503671,8.2055046,hospital
Unnamed,11.7503573,8.2055804,hospital
Unnamed,11.7502328,8.2055636,hospital
Unnamed,11.7502426,8.2054878,hospital
Unnamed,11.7503671,8.2055046,hospital
Unnamed,11.8663478,8.1538521,hospital
Unnamed,11.8663587,8.1539502,hospital
Unnamed,11.8662753,8.1539599,hospital
Unnamed,11.8662644,8.1538618,hospital
Unnamed,11.8663478,8.1538521,hospital
Unnamed,11.8203217,8.2308419,hospital
Unnamed,11.8203423,8.2309428,hospital
Unnamed,11.8202524,8.2309619,hospital
Unnamed,11.8202319,8.230861,hospital
Unnamed,11.8203217,8.2308419,hospital
Unnamed,11.7862189,8.223106,hospital
Unnamed,11.7862266,8.2231848,hospital
Unnamed,11.786134,8.2231942,hospital
Unnamed,11.7861263,8.2231155,hospital
Unnamed,11.7862189,8.223106,hospital
Unnamed,11.7093218,8.1672305,hospital
Unnamed,11.7093992,8.1672164,hospital
Unnamed,11.7094181,8.1673249,hospital
Unnamed,11.7093408,8.167339,hospital
Unnamed,11.7093218,8.1672305,hospital
Unnamed,11.8603299,8.1920687,hospital
Unnamed,11.860333,8.1921675,hospital
Unnamed,11.8602694,8.1921696,hospital
Unnamed,11.8602663,8.1920708,hospital
Unnamed,11.8603299,8.1920687,hospital
Unnamed,11.8658015,8.2355185,hospital
Unnamed,11.8658253,8.2355945,hospital
Unnamed,11.8657301,8.2356257,hospital
Unnamed,11.8657063,8.2355498,hospital
Unnamed,11.8658015,8.2355185,hospital
Unnamed,11.7484987,8.1386053,hospital
Unnamed,11.748509,8.1387104,hospital
Unnamed,11.7484358,8.1387179,hospital
Unnamed,11.7484255,8.1386128,hospital
Unnamed,11.7484987,8.1386053,hospital
Unnamed,11.8026531,8.2069888,hospital
Unnamed,11.8027372,8.206974,hospital
Unnamed,11.8027535,8.2070706,hospital
Unnamed,11.8027852,8.207065,hospital
Unnamed,11.8027983,8.2071422,hospital
Unnamed,11.8026824,8.2071626,hospital
Unnamed,11.8026531,8.2069888,hospital
Unnamed,11.6557189,8.1926372,hospital
Unnamed,11.6557642,8.1928547,hospital
Unnamed,11.6558337,8.1928397,hospital
Unnamed,11.6558581,8.1929574,hospital
Unnamed,11.655787,8.1929729,hospital
Unnamed,11.655797,8.1930208,hospital
Unnamed,11.6557022,8.1930414,hospital
Unnamed,11.6556907,8.192986,hospital
Unnamed,11.6555723,8.1930117,hospital
Unnamed,11.6555494,8.1929013,hospital
Unnamed,11.6556643,8.1928764,hospital
Unnamed,11.6556391,8.1927552,hospital
Unnamed,11.6555242,8.1927801,hospital
Unnamed,11.6555041,8.1926837,hospital
Unnamed,11.6557189,8.1926372,hospital
Unnamed,11.68096,8.2026333,hospital
Unnamed,11.6809862,8.2026883,hospital
Unnamed,11.6809282,8.2027171,hospital
Unnamed,11.680902,8.2026621,hospital
Unnamed,11.68096,8.2026333,hospital
Unnamed,11.6771594,8.1288265,hospital
Unnamed,11.6771846,8.128921,hospital
Unnamed,11.6771013,8.1289442,hospital
Unnamed,11.6770761,8.1288496,hospital
Unnamed,11.6771594,8.1288265,hospital
Unnamed,11.5889732,8.1904123,hospital
Unnamed,11.5889738,8.1904985,hospital
Unnamed,11.5888806,8.1904993,hospital
Unnamed,11.58888,8.190413,hospital
Unnamed,11.5889732,8.1904123,hospital
Unnamed,11.605192,8.2582521,hospital
Unnamed,11.605225,8.2583582,hospital
Unnamed,11.6051524,8.2583817,hospital
Unnamed,11.6051195,8.2582756,hospital
Unnamed,11.605192,8.2582521,hospital
Unnamed,11.5330848,8.2547931,hospital
Unnamed,11.5331137,8.2548967,hospital
Unnamed,11.5330035,8.2549288,hospital
Unnamed,11.5330365,8.2550468,hospital
Unnamed,11.5329361,8.255076,hospital
Unnamed,11.5328742,8.2548544,hospital
Unnamed,11.5330848,8.2547931,hospital
Unnamed,11.5331939,8.2546891,hospital
Unnamed,11.533214,8.2547608,hospital
Unnamed,11.5332494,8.2547505,hospital
Unnamed,11.5332787,8.2548555,hospital
Unnamed,11.5332433,8.2548658,hospital
Unnamed,11.5332691,8.2549581,hospital
Unnamed,11.5331644,8.2549886,hospital
Unnamed,11.5330892,8.2547196,hospital
Unnamed,11.5331939,8.2546891,hospital
Unnamed,11.622958,8.171794,hospital
Unnamed,11.6230677,8.1718778,hospital
Unnamed,11.6230818,8.1718585,hospital
Unnamed,11.6231678,8.1719242,hospital
Unnamed,11.6230742,8.1720518,hospital
Unnamed,11.6231143,8.1720824,hospital
Unnamed,11.623064,8.172151,hospital
Unnamed,11.6228283,8.1719709,hospital
Unnamed,11.622958,8.171794,hospital
Unnamed,11.5361368,8.1571587,hospital
Unnamed,11.5361263,8.1572243,hospital
Unnamed,11.5361824,8.1572337,hospital
Unnamed,11.5361664,8.1573335,hospital
Unnamed,11.5361129,8.1573246,hospital
Unnamed,11.5360956,8.1574326,hospital
Unnamed,11.5359936,8.1574156,hospital
Unnamed,11.5360374,8.1571421,hospital
Unnamed,11.5361368,8.1571587,hospital
Unnamed,11.3735362,8.169061,hospital
Unnamed,11.3735464,8.1691378,hospital
Unnamed,11.3735159,8.1691421,hospital
Unnamed,11.3735057,8.1690652,hospital
Unnamed,11.3735362,8.169061,hospital
Unnamed,11.4865524,8.1865518,hospital
Unnamed,11.486569,8.1866606,hospital
Unnamed,11.4864901,8.1866731,hospital
Unnamed,11.4864735,8.1865643,hospital
Unnamed,11.4865524,8.1865518,hospital
Unnamed,11.4345682,8.2370352,hospital
Unnamed,11.434577,8.2371173,hospital
Unnamed,11.4345177,8.2371239,hospital
Unnamed,11.4345089,8.2370418,hospital
Unnamed,11.4345682,8.2370352,hospital
Unnamed,11.4599389,8.2034766,hospital
Unnamed,11.4599725,8.2035773,hospital
Unnamed,11.4598851,8.2036077,hospital
Unnamed,11.4598515,8.2035069,hospital
Unnamed,11.4599389,8.2034766,hospital
Unnamed,10.6387652,8.6470738,hospital
Unnamed,10.6387681,8.6471487,hospital
Unnamed,10.6386611,8.647153,hospital
Unnamed,10.6386582,8.6470782,hospital
Unnamed,10.6387652,8.6470738,hospital
Unnamed,11.7676669,7.8881665,hospital
Unnamed,11.7676887,7.8882842,hospital
Unnamed,11.7676256,7.8882964,hospital
Unnamed,11.7676038,7.8881787,hospital
Unnamed,11.7676669,7.8881665,hospital
Unnamed,11.7253256,7.9030541,hospital
Unnamed,11.725369,7.9031618,hospital
Unnamed,11.7252872,7.9031963,hospital
Unnamed,11.7252437,7.9030885,hospital
Unnamed,11.7253256,7.9030541,hospital
Unnamed,11.8031028,7.8935431,hospital
Unnamed,11.8031453,7.8936555,hospital
Unnamed,11.8030777,7.8936823,hospital
Unnamed,11.8030351,7.8935699,hospital
Unnamed,11.8031028,7.8935431,hospital
Unnamed,11.771902,7.8672091,hospital
Unnamed,11.7718802,7.8675071,hospital
Unnamed,11.7716659,7.8674907,hospital
Unnamed,11.7716768,7.867342,hospital
Unnamed,11.7716598,7.8673407,hospital
Unnamed,11.7716666,7.8672475,hospital
Unnamed,11.7718171,7.867259,hospital
Unnamed,11.7718212,7.8672029,hospital
Unnamed,11.771902,7.8672091,hospital
Unnamed,12.3635832,8.405297,hospital
Unnamed,12.36362,8.4053872,hospital
Unnamed,12.3635394,8.4054217,hospital
Unnamed,12.3635733,8.4055047,hospital
Unnamed,12.363489,8.4055408,hospital
Unnamed,12.3634551,8.4054577,hospital
Unnamed,12.3633392,8.4055072,hospital
Unnamed,12.3633911,8.4056346,hospital
Unnamed,12.3633163,8.4056665,hospital
Unnamed,12.3632276,8.405449,hospital
Unnamed,12.3635832,8.405297,hospital
Unnamed,12.2674862,8.3416378,hospital
Unnamed,12.2674914,8.3417309,hospital
Unnamed,12.2674247,8.3417348,hospital
Unnamed,12.2674195,8.3416417,hospital
Unnamed,12.2674862,8.3416378,hospital
Unnamed,12.3310303,8.273695,hospital
Unnamed,12.331057,8.2738121,hospital
Unnamed,12.3309861,8.273829,hospital
Unnamed,12.3309594,8.273712,hospital
Unnamed,12.3310303,8.273695,hospital
Unnamed,12.2226541,8.4282859,hospital
Unnamed,12.222687,8.428381,hospital
Unnamed,12.2226223,8.4284044,hospital
Unnamed,12.2225894,8.4283094,hospital
Unnamed,12.2226541,8.4282859,hospital
Unnamed,12.2487416,8.3969643,hospital
Unnamed,12.2487435,8.3970306,hospital
Unnamed,12.248649,8.3970334,hospital
Unnamed,12.2486471,8.3969671,hospital
Unnamed,12.2487416,8.3969643,hospital
Unnamed,12.2999788,8.3355018,hospital
Unnamed,12.299999,8.3355818,hospital
Unnamed,12.2999227,8.335602,hospital
Unnamed,12.2999025,8.335522,hospital
Unnamed,12.2999788,8.3355018,hospital
Unnamed,12.2627791,8.4188083,hospital
Unnamed,12.2627872,8.4189035,hospital
Unnamed,12.2626982,8.4189114,hospital
Unnamed,12.2626901,8.4188162,hospital
Unnamed,12.2627791,8.4188083,hospital
Unnamed,12.2755505,8.3962507,hospital
Unnamed,12.275642,8.3963366,hospital
Unnamed,12.2755903,8.3963943,hospital
Unnamed,12.2754988,8.3963084,hospital
Unnamed,12.2755505,8.3962507,hospital
Unnamed,12.2444019,8.2875543,hospital
Unnamed,12.2444119,8.2876333,hospital
Unnamed,12.2443814,8.2876373,hospital
Unnamed,12.2443714,8.2875583,hospital
Unnamed,12.2444019,8.2875543,hospital
Unnamed,12.299968,8.3350962,hospital
Unnamed,12.2999631,8.3351757,hospital
Unnamed,12.2997919,8.3351647,hospital
Unnamed,12.2997968,8.3350852,hospital
Unnamed,12.299968,8.3350962,hospital
Unnamed,12.2691776,8.2930838,hospital
Unnamed,12.2692024,8.293196,hospital
Unnamed,12.269134,8.2932118,hospital
Unnamed,12.2691092,8.2930997,hospital
Unnamed,12.2691776,8.2930838,hospital
Unnamed,12.2350466,8.3093493,hospital
Unnamed,12.2350679,8.3094365,hospital
Unnamed,12.2348848,8.3094833,hospital
Unnamed,12.2348635,8.3093961,hospital
Unnamed,12.2350466,8.3093493,hospital
Unnamed,12.3730021,8.2818551,hospital
Unnamed,12.3730331,8.2819317,hospital
Unnamed,12.3729746,8.2819565,hospital
Unnamed,12.3729436,8.2818799,hospital
Unnamed,12.3730021,8.2818551,hospital
Unnamed,12.3034428,8.39242,hospital
Unnamed,12.3034628,8.3925094,hospital
Unnamed,12.3033713,8.3925308,hospital
Unnamed,12.3033513,8.3924414,hospital
Unnamed,12.3034428,8.39242,hospital
Unnamed,12.3119547,8.2849468,hospital
Unnamed,12.311952,8.2850262,hospital
Unnamed,12.311826,8.2850217,hospital
Unnamed,12.3118287,8.2849424,hospital
Unnamed,12.3119547,8.2849468,hospital
Unnamed,12.2335676,8.4136255,hospital
Unnamed,12.2335714,8.4136577,hospital
Unnamed,12.2335203,8.413664,hospital
Unnamed,12.2335165,8.4136318,hospital
Unnamed,12.2335676,8.4136255,hospital
Unnamed,12.3469042,8.3288498,hospital
Unnamed,12.3469239,8.3289473,hospital
Unnamed,12.3468551,8.3289618,hospital
Unnamed,12.3468355,8.3288643,hospital
Unnamed,12.3469042,8.3288498,hospital
Unnamed,12.2997456,8.334852,hospital
Unnamed,12.2997914,8.3350396,hospital
Unnamed,12.2997106,8.3350603,hospital
Unnamed,12.2996647,8.3348727,hospital
Unnamed,12.2997456,8.334852,hospital
Unnamed,12.2127409,8.3888542,hospital
Unnamed,12.212745,8.3888956,hospital
Unnamed,12.2126383,8.3889065,hospital
Unnamed,12.2126343,8.3888651,hospital
Unnamed,12.2127409,8.3888542,hospital
Unnamed,12.2353783,8.3092791,hospital
Unnamed,12.2353982,8.3093712,hospital
Unnamed,12.2351046,8.3094375,hospital
Unnamed,12.2350847,8.3093454,hospital
Unnamed,12.2353783,8.3092791,hospital
Unnamed,12.331138,8.2737087,hospital
Unnamed,12.3311523,8.2737887,hospital
Unnamed,12.3310776,8.2738027,hospital
Unnamed,12.3310633,8.2737227,hospital
Unnamed,12.331138,8.2737087,hospital
Unnamed,12.2334884,8.4135211,hospital
Unnamed,12.2334918,8.4136136,hospital
Unnamed,12.2333908,8.4136175,hospital
Unnamed,12.2333874,8.413525,hospital
Unnamed,12.2334884,8.4135211,hospital
Unnamed,12.3031836,8.3924804,hospital
Unnamed,12.3032045,8.3925975,hospital
Unnamed,12.3031177,8.3926138,hospital
Unnamed,12.3030967,8.3924967,hospital
Unnamed,12.3031836,8.3924804,hospital
Unnamed,12.330258,8.3897342,hospital
Unnamed,12.3302762,8.3898411,hospital
Unnamed,12.330205,8.3898538,hospital
Unnamed,12.3301868,8.3897469,hospital
Unnamed,12.330258,8.3897342,hospital
Unnamed,12.231934,8.3328933,hospital
Unnamed,12.2319436,8.3329762,hospital
Unnamed,12.2318849,8.3329833,hospital
Unnamed,12.2318754,8.3329003,hospital
Unnamed,12.231934,8.3328933,hospital
Unnamed,12.2708094,8.3813353,hospital
Unnamed,12.2708428,8.3814056,hospital
Unnamed,12.2707788,8.3814374,hospital
Unnamed,12.2707455,8.3813671,hospital
Unnamed,12.2708094,8.3813353,hospital
Unnamed,12.2755695,8.3960205,hospital
Unnamed,12.2756434,8.3960818,hospital
Unnamed,12.2755961,8.3961414,hospital
Unnamed,12.2756427,8.3961801,hospital
Unnamed,12.2755822,8.3962565,hospital
Unnamed,12.2755356,8.3962179,hospital
Unnamed,12.2754718,8.3962983,hospital
Unnamed,12.275398,8.3962371,hospital
Unnamed,12.2755695,8.3960205,hospital
Unnamed,12.3580246,8.1929027,hospital
Unnamed,12.3580232,8.193003,hospital
Unnamed,12.3579569,8.193002,hospital
Unnamed,12.3579583,8.1929017,hospital
Unnamed,12.3580246,8.1929027,hospital
Unnamed,12.3815644,8.1012225,hospital
Unnamed,12.3815852,8.1012977,hospital
Unnamed,12.3815141,8.1013183,hospital
Unnamed,12.3814933,8.1012432,hospital
Unnamed,12.3815644,8.1012225,hospital
